ID,Tanggal,Pelabuhan,Jenis Kendala,Cuaca,Volume Kargo (ton),Risiko Delay (Jam),Rekomendasi AI
ISS0234,18/06/2025,Belawan,Force Majeure,Hujan Deras,19819,0.49,Percepat proses bongkar saat cuaca memungkinkan
ISS0235,06/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,12899,0.51,Aktifkan jalur logistik alternatif
ISS0236,20/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,8904,0.82,Alihkan kontainer ke terminal lain
ISS0237,25/07/2025,Makassar,Cuaca Buruk,Hujan Deras,9598,0.75,Percepat proses bongkar saat cuaca memungkinkan
ISS0238,15/06/2025,Makassar,Cuaca Buruk,Angin Kencang,17985,0.81,Tunda pengiriman hingga cuaca membaik
ISS0239,25/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,3619,0.14,Alihkan kontainer ke terminal lain
ISS0240,15/06/2025,Tanjung Perak,Cuaca Buruk,Cerah,11905,0.72,Alihkan ke pelabuhan terdekat
ISS0241,10/07/2025,Bitung,Overload,Kabut Tebal,15803,0.87,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0242,20/07/2025,Tanjung Perak,Overload,Kabut Tebal,17710,0.51,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0243,05/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,5173,0.6,Koordinasi dengan otoritas pelabuhan
ISS0244,22/06/2025,Tanjung Perak,Cuaca Buruk,Badai,2694,0.49,Alihkan ke pelabuhan terdekat
ISS0245,17/07/2025,Bitung,Cuaca Buruk,Badai,7521,0.62,Tambahkan armada ke pelabuhan
ISS0246,08/07/2025,Bitung,Force Majeure,Badai,2058,0.75,Percepat proses bongkar saat cuaca memungkinkan
ISS0247,19/07/2025,Bitung,Force Majeure,Badai,15103,0.15,Aktifkan jalur logistik alternatif
ISS0248,02/06/2025,Tanjung Priok,Overload,Badai,16296,0.73,Alihkan kontainer ke terminal lain
ISS0249,05/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,5259,0.34,Percepat proses bongkar saat cuaca memungkinkan
ISS0250,23/07/2025,Makassar,Cuaca Buruk,Cerah,14942,0.93,Alihkan kontainer ke terminal lain
ISS0251,06/07/2025,Tanjung Priok,Overload,Cerah,5216,0.15,Percepat proses bongkar saat cuaca memungkinkan
ISS0252,22/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,11627,0.8,Alokasikan ke terminal cadangan
ISS0253,10/07/2025,Makassar,Cuaca Buruk,Hujan Deras,9856,0.53,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0254,10/06/2025,Belawan,Overload,Cerah,16174,0.54,Alihkan ke pelabuhan terdekat
ISS0255,10/07/2025,Bitung,Overload,Badai,9020,0.54,Alihkan kontainer ke terminal lain
ISS0256,28/07/2025,Belawan,Cuaca Buruk,Hujan Deras,19585,0.26,Tambahkan armada ke pelabuhan
ISS0257,14/06/2025,Belawan,Cuaca Buruk,Angin Kencang,2563,0.61,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0258,21/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,16374,0.13,Koordinasi dengan otoritas pelabuhan
ISS0259,01/07/2025,Bitung,Overload,Kabut Tebal,13173,0.18,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0260,16/06/2025,Belawan,Cuaca Buruk,Cerah,11616,0.93,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0261,09/07/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,3354,0.7,Aktifkan jalur logistik alternatif
ISS0262,12/07/2025,Belawan,Force Majeure,Badai,4092,0.9,Alihkan ke pelabuhan terdekat
ISS0263,09/06/2025,Makassar,Overload,Cerah,2570,0.27,Tambahkan armada ke pelabuhan
ISS0264,26/06/2025,Makassar,Overload,Badai,12921,0.47,Alokasikan ke terminal cadangan
ISS0265,18/06/2025,Belawan,Force Majeure,Angin Kencang,5356,0.94,Tunda pengiriman hingga cuaca membaik
ISS0266,15/07/2025,Bitung,Force Majeure,Angin Kencang,11927,0.92,Tunda pengiriman hingga cuaca membaik
ISS0267,30/07/2025,Makassar,Force Majeure,Kabut Tebal,16797,0.69,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0268,09/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,13474,0.72,Aktifkan jalur logistik alternatif
ISS0269,12/07/2025,Bitung,Force Majeure,Cerah,6347,0.5,Alihkan kontainer ke terminal lain
ISS0270,13/06/2025,Tanjung Perak,Force Majeure,Badai,13405,0.38,Alihkan kontainer ke terminal lain
ISS0271,28/07/2025,Belawan,Cuaca Buruk,Badai,11475,0.23,Koordinasi dengan otoritas pelabuhan
ISS0272,02/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,15208,0.35,Aktifkan jalur logistik alternatif
ISS0273,29/06/2025,Tanjung Perak,Overload,Angin Kencang,7522,0.68,Alihkan ke pelabuhan terdekat
ISS0274,01/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,16092,0.82,Alokasikan ke terminal cadangan
ISS0275,12/07/2025,Makassar,Force Majeure,Badai,10006,0.85,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0276,05/06/2025,Belawan,Force Majeure,Cerah,13577,0.2,Tambahkan armada ke pelabuhan
ISS0277,02/07/2025,Tanjung Priok,Cuaca Buruk,Badai,12199,0.42,Percepat proses bongkar saat cuaca memungkinkan
ISS0278,08/07/2025,Belawan,Cuaca Buruk,Cerah,2937,0.42,Koordinasi dengan otoritas pelabuhan
ISS0279,14/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,9880,0.21,Alihkan ke pelabuhan terdekat
ISS0280,16/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,16089,0.49,Koordinasi dengan otoritas pelabuhan
ISS0281,15/06/2025,Bitung,Cuaca Buruk,Angin Kencang,17586,0.11,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0282,04/06/2025,Bitung,Force Majeure,Cerah,2865,0.2,Alihkan kontainer ke terminal lain
ISS0283,26/07/2025,Makassar,Force Majeure,Hujan Deras,9919,0.24,Aktifkan jalur logistik alternatif
ISS0284,04/06/2025,Makassar,Force Majeure,Hujan Deras,11915,0.58,Percepat proses bongkar saat cuaca memungkinkan
ISS0285,02/06/2025,Bitung,Cuaca Buruk,Angin Kencang,5813,0.58,Aktifkan jalur logistik alternatif
ISS0286,12/07/2025,Belawan,Force Majeure,Angin Kencang,10076,0.64,Alokasikan ke terminal cadangan
ISS0287,13/06/2025,Belawan,Overload,Hujan Deras,18455,0.15,Tambahkan armada ke pelabuhan
ISS0288,03/07/2025,Makassar,Force Majeure,Cerah,5864,0.49,Percepat proses bongkar saat cuaca memungkinkan
ISS0289,22/06/2025,Tanjung Priok,Overload,Badai,7668,0.84,Alihkan ke pelabuhan terdekat
ISS0290,08/07/2025,Makassar,Overload,Cerah,3911,0.69,Alokasikan ke terminal cadangan
ISS0291,24/07/2025,Makassar,Force Majeure,Hujan Deras,7919,0.1,Tambahkan armada ke pelabuhan
ISS0292,12/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,4640,0.2,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0293,30/07/2025,Tanjung Perak,Overload,Badai,9045,0.93,Aktifkan jalur logistik alternatif
ISS0294,15/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,9838,0.5,Alokasikan ke terminal cadangan
ISS0295,13/07/2025,Bitung,Force Majeure,Cerah,4592,0.52,Aktifkan jalur logistik alternatif
ISS0296,19/06/2025,Makassar,Force Majeure,Kabut Tebal,12052,0.13,Aktifkan jalur logistik alternatif
ISS0297,23/07/2025,Makassar,Cuaca Buruk,Badai,3518,0.76,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0298,13/07/2025,Tanjung Perak,Overload,Angin Kencang,11477,0.2,Koordinasi dengan otoritas pelabuhan
ISS0299,08/07/2025,Makassar,Force Majeure,Kabut Tebal,18335,0.72,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0300,24/07/2025,Tanjung Priok,Cuaca Buruk,Badai,4025,0.65,Tambahkan armada ke pelabuhan
ISS0301,12/07/2025,Bitung,Overload,Angin Kencang,4376,0.93,Tunda pengiriman hingga cuaca membaik
ISS0302,05/07/2025,Makassar,Cuaca Buruk,Hujan Deras,3605,0.47,Tunda pengiriman hingga cuaca membaik
ISS0303,22/06/2025,Belawan,Force Majeure,Badai,8674,0.59,Tambahkan armada ke pelabuhan
ISS0304,07/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,8869,0.31,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0305,07/06/2025,Tanjung Priok,Force Majeure,Badai,17803,0.64,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0306,11/06/2025,Tanjung Perak,Force Majeure,Cerah,10443,0.8,Alihkan ke pelabuhan terdekat
ISS0307,01/07/2025,Makassar,Cuaca Buruk,Badai,9443,0.35,Aktifkan jalur logistik alternatif
ISS0308,22/07/2025,Makassar,Force Majeure,Hujan Deras,11636,0.31,Alihkan ke pelabuhan terdekat
ISS0309,01/06/2025,Tanjung Perak,Overload,Cerah,15623,0.28,Alihkan kontainer ke terminal lain
ISS0310,17/06/2025,Tanjung Priok,Force Majeure,Badai,3596,0.93,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0311,09/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,13510,0.83,Tambahkan armada ke pelabuhan
ISS0312,14/07/2025,Makassar,Force Majeure,Cerah,18721,0.49,Tambahkan armada ke pelabuhan
ISS0313,07/07/2025,Belawan,Force Majeure,Cerah,3292,0.17,Alihkan ke pelabuhan terdekat
ISS0314,12/07/2025,Belawan,Force Majeure,Angin Kencang,7615,0.6,Aktifkan jalur logistik alternatif
ISS0315,03/07/2025,Tanjung Priok,Cuaca Buruk,Badai,10637,0.2,Alokasikan ke terminal cadangan
ISS0316,29/06/2025,Bitung,Overload,Angin Kencang,7848,0.37,Alokasikan ke terminal cadangan
ISS0317,11/07/2025,Belawan,Cuaca Buruk,Cerah,5009,0.88,Alihkan ke pelabuhan terdekat
ISS0318,26/07/2025,Makassar,Overload,Cerah,17053,0.63,Tambahkan armada ke pelabuhan
ISS0319,17/06/2025,Makassar,Cuaca Buruk,Hujan Deras,2537,0.81,Tunda pengiriman hingga cuaca membaik
ISS0320,30/07/2025,Bitung,Overload,Badai,19735,0.87,Alihkan kontainer ke terminal lain
ISS0321,29/06/2025,Belawan,Force Majeure,Cerah,2362,0.57,Alihkan ke pelabuhan terdekat
ISS0322,04/07/2025,Belawan,Force Majeure,Cerah,3736,0.48,Tambahkan armada ke pelabuhan
ISS0323,10/07/2025,Makassar,Force Majeure,Hujan Deras,13195,0.14,Alihkan ke pelabuhan terdekat
ISS0324,15/06/2025,Tanjung Priok,Overload,Cerah,4557,0.93,Alokasikan ke terminal cadangan
ISS0325,23/07/2025,Bitung,Force Majeure,Hujan Deras,18048,0.41,Alihkan ke pelabuhan terdekat
ISS0326,11/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,14436,0.52,Alihkan kontainer ke terminal lain
ISS0327,30/07/2025,Makassar,Cuaca Buruk,Angin Kencang,18659,0.69,Tambahkan armada ke pelabuhan
ISS0328,18/06/2025,Belawan,Force Majeure,Kabut Tebal,18122,0.93,Alihkan kontainer ke terminal lain
ISS0329,09/07/2025,Tanjung Perak,Overload,Angin Kencang,12499,0.29,Percepat proses bongkar saat cuaca memungkinkan
ISS0330,07/07/2025,Bitung,Force Majeure,Kabut Tebal,16083,0.3,Aktifkan jalur logistik alternatif
ISS0331,23/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,11835,0.61,Koordinasi dengan otoritas pelabuhan
ISS0332,22/06/2025,Tanjung Priok,Force Majeure,Cerah,4439,0.72,Tambahkan armada ke pelabuhan
ISS0333,23/06/2025,Bitung,Overload,Cerah,3972,0.48,Percepat proses bongkar saat cuaca memungkinkan
ISS0334,11/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,11628,0.79,Tunda pengiriman hingga cuaca membaik
ISS0335,05/06/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,8752,0.66,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0336,05/07/2025,Bitung,Overload,Angin Kencang,3767,0.86,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0337,24/07/2025,Bitung,Cuaca Buruk,Hujan Deras,16563,0.81,Aktifkan jalur logistik alternatif
ISS0338,01/07/2025,Makassar,Cuaca Buruk,Cerah,15027,0.48,Alihkan kontainer ke terminal lain
ISS0339,01/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,5103,0.37,Koordinasi dengan otoritas pelabuhan
ISS0340,25/06/2025,Tanjung Perak,Overload,Kabut Tebal,9119,0.6,Alokasikan ke terminal cadangan
ISS0341,08/07/2025,Belawan,Overload,Angin Kencang,11842,0.28,Alihkan kontainer ke terminal lain
ISS0342,19/06/2025,Tanjung Priok,Overload,Badai,16830,0.75,Alihkan kontainer ke terminal lain
ISS0343,26/06/2025,Makassar,Cuaca Buruk,Hujan Deras,7423,0.64,Percepat proses bongkar saat cuaca memungkinkan
ISS0344,01/06/2025,Belawan,Force Majeure,Angin Kencang,17486,0.83,Tunda pengiriman hingga cuaca membaik
ISS0345,25/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,11977,0.38,Tunda pengiriman hingga cuaca membaik
ISS0346,06/07/2025,Bitung,Overload,Kabut Tebal,12099,0.9,Tunda pengiriman hingga cuaca membaik
ISS0347,17/06/2025,Makassar,Cuaca Buruk,Hujan Deras,19076,0.59,Alihkan kontainer ke terminal lain
ISS0348,04/07/2025,Belawan,Overload,Badai,12575,0.2,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0349,09/06/2025,Tanjung Perak,Overload,Angin Kencang,8671,0.35,Koordinasi dengan otoritas pelabuhan
ISS0350,09/07/2025,Makassar,Force Majeure,Cerah,17952,0.21,Percepat proses bongkar saat cuaca memungkinkan
ISS0351,11/06/2025,Tanjung Priok,Overload,Angin Kencang,16725,0.15,Aktifkan jalur logistik alternatif
ISS0352,16/06/2025,Belawan,Cuaca Buruk,Badai,8576,0.61,Alihkan kontainer ke terminal lain
ISS0353,16/07/2025,Makassar,Cuaca Buruk,Angin Kencang,12399,0.54,Tunda pengiriman hingga cuaca membaik
ISS0354,10/07/2025,Makassar,Overload,Kabut Tebal,13947,0.44,Alihkan kontainer ke terminal lain
ISS0355,19/07/2025,Belawan,Overload,Hujan Deras,8614,0.36,Tambahkan armada ke pelabuhan
ISS0356,03/06/2025,Bitung,Force Majeure,Kabut Tebal,19159,0.84,Koordinasi dengan otoritas pelabuhan
ISS0357,03/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,15304,0.54,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0358,12/07/2025,Makassar,Force Majeure,Badai,5945,0.13,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0359,10/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,6280,0.15,Aktifkan jalur logistik alternatif
ISS0360,24/06/2025,Makassar,Overload,Hujan Deras,11902,0.5,Tambahkan armada ke pelabuhan
ISS0361,14/07/2025,Makassar,Overload,Cerah,18658,0.18,Percepat proses bongkar saat cuaca memungkinkan
ISS0362,21/06/2025,Bitung,Force Majeure,Cerah,15565,0.77,Tambahkan armada ke pelabuhan
ISS0363,14/06/2025,Bitung,Cuaca Buruk,Angin Kencang,7411,0.14,Alokasikan ke terminal cadangan
ISS0364,09/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,4403,0.65,Koordinasi dengan otoritas pelabuhan
ISS0365,10/07/2025,Belawan,Overload,Hujan Deras,13697,0.35,Alihkan kontainer ke terminal lain
ISS0366,07/07/2025,Bitung,Overload,Badai,8460,0.69,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0367,20/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,8504,0.54,Alihkan kontainer ke terminal lain
ISS0368,21/07/2025,Tanjung Priok,Overload,Kabut Tebal,13921,0.62,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0369,14/06/2025,Makassar,Overload,Hujan Deras,18972,0.93,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0370,17/06/2025,Tanjung Priok,Overload,Hujan Deras,10054,0.4,Aktifkan jalur logistik alternatif
ISS0371,02/06/2025,Belawan,Force Majeure,Kabut Tebal,9762,0.92,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0372,28/07/2025,Bitung,Cuaca Buruk,Badai,4341,0.13,Alihkan ke pelabuhan terdekat
ISS0373,25/06/2025,Bitung,Overload,Hujan Deras,3066,0.51,Alokasikan ke terminal cadangan
ISS0374,11/07/2025,Belawan,Force Majeure,Cerah,8922,0.26,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0375,27/07/2025,Makassar,Overload,Cerah,19389,0.73,Aktifkan jalur logistik alternatif
ISS0376,10/06/2025,Bitung,Cuaca Buruk,Hujan Deras,10498,0.77,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0377,20/07/2025,Makassar,Overload,Kabut Tebal,18922,0.65,Tambahkan armada ke pelabuhan
ISS0378,22/06/2025,Belawan,Cuaca Buruk,Badai,5913,0.46,Alokasikan ke terminal cadangan
ISS0379,17/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,4088,0.34,Koordinasi dengan otoritas pelabuhan
ISS0380,29/06/2025,Makassar,Force Majeure,Kabut Tebal,18993,0.45,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0381,28/06/2025,Tanjung Priok,Overload,Kabut Tebal,11151,0.2,Tambahkan armada ke pelabuhan
ISS0382,23/07/2025,Bitung,Force Majeure,Kabut Tebal,3299,0.44,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0383,08/06/2025,Belawan,Overload,Angin Kencang,6859,0.46,Percepat proses bongkar saat cuaca memungkinkan
ISS0384,22/06/2025,Tanjung Perak,Overload,Kabut Tebal,13916,0.53,Alihkan ke pelabuhan terdekat
ISS0385,21/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,6023,0.61,Percepat proses bongkar saat cuaca memungkinkan
ISS0386,04/07/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,9489,0.66,Tambahkan armada ke pelabuhan
ISS0387,01/06/2025,Bitung,Overload,Hujan Deras,8277,0.91,Koordinasi dengan otoritas pelabuhan
ISS0388,23/06/2025,Tanjung Perak,Force Majeure,Cerah,12428,0.67,Percepat proses bongkar saat cuaca memungkinkan
ISS0389,02/07/2025,Bitung,Cuaca Buruk,Badai,8277,0.87,Alihkan ke pelabuhan terdekat
ISS0390,17/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,14658,0.32,Percepat proses bongkar saat cuaca memungkinkan
ISS0391,10/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,11353,0.33,Tunda pengiriman hingga cuaca membaik
ISS0392,28/06/2025,Belawan,Overload,Badai,19770,0.64,Tunda pengiriman hingga cuaca membaik
ISS0393,19/07/2025,Makassar,Force Majeure,Hujan Deras,13785,0.26,Alihkan kontainer ke terminal lain
ISS0394,14/06/2025,Bitung,Overload,Hujan Deras,2430,0.73,Tunda pengiriman hingga cuaca membaik
ISS0395,10/07/2025,Tanjung Perak,Overload,Angin Kencang,8070,0.82,Aktifkan jalur logistik alternatif
ISS0396,14/07/2025,Belawan,Force Majeure,Cerah,2388,0.83,Tunda pengiriman hingga cuaca membaik
ISS0397,23/07/2025,Belawan,Overload,Badai,11141,0.94,Alihkan kontainer ke terminal lain
ISS0398,10/06/2025,Tanjung Priok,Overload,Hujan Deras,11221,0.63,Alokasikan ke terminal cadangan
ISS0399,07/07/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,6821,0.47,Alihkan ke pelabuhan terdekat
ISS0400,23/06/2025,Makassar,Force Majeure,Kabut Tebal,14530,0.32,Alokasikan ke terminal cadangan
ISS0401,16/06/2025,Makassar,Overload,Hujan Deras,6603,0.26,Aktifkan jalur logistik alternatif
ISS0402,23/06/2025,Tanjung Perak,Overload,Hujan Deras,13881,0.92,Alokasikan ke terminal cadangan
ISS0403,17/06/2025,Tanjung Perak,Force Majeure,Cerah,11790,0.29,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0404,26/06/2025,Tanjung Perak,Overload,Badai,11194,0.63,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0405,02/06/2025,Bitung,Cuaca Buruk,Cerah,11938,0.94,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0406,16/06/2025,Makassar,Cuaca Buruk,Badai,5127,0.21,Koordinasi dengan otoritas pelabuhan
ISS0407,14/06/2025,Belawan,Force Majeure,Kabut Tebal,18753,0.85,Alihkan ke pelabuhan terdekat
ISS0408,17/07/2025,Bitung,Overload,Badai,2758,0.91,Koordinasi dengan otoritas pelabuhan
ISS0409,16/07/2025,Makassar,Cuaca Buruk,Cerah,17340,0.24,Alihkan kontainer ke terminal lain
ISS0410,04/07/2025,Belawan,Overload,Cerah,19765,0.74,Alihkan ke pelabuhan terdekat
ISS0411,27/06/2025,Tanjung Perak,Overload,Angin Kencang,2379,0.26,Aktifkan jalur logistik alternatif
ISS0412,27/06/2025,Belawan,Cuaca Buruk,Cerah,6796,0.84,Alokasikan ke terminal cadangan
ISS0413,28/07/2025,Tanjung Perak,Force Majeure,Cerah,16504,0.71,Aktifkan jalur logistik alternatif
ISS0414,17/06/2025,Bitung,Force Majeure,Angin Kencang,19265,0.69,Alihkan ke pelabuhan terdekat
ISS0415,21/06/2025,Tanjung Perak,Overload,Badai,12921,0.3,Aktifkan jalur logistik alternatif
ISS0416,06/06/2025,Tanjung Perak,Overload,Cerah,3961,0.67,Alokasikan ke terminal cadangan
ISS0417,17/06/2025,Bitung,Overload,Hujan Deras,18757,0.57,Tambahkan armada ke pelabuhan
ISS0418,09/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,5695,0.23,Aktifkan jalur logistik alternatif
ISS0419,27/06/2025,Belawan,Force Majeure,Cerah,11979,0.84,Tambahkan armada ke pelabuhan
ISS0420,05/06/2025,Tanjung Perak,Overload,Hujan Deras,13487,0.14,Tambahkan armada ke pelabuhan
ISS0421,07/07/2025,Makassar,Cuaca Buruk,Cerah,4841,0.89,Tunda pengiriman hingga cuaca membaik
ISS0422,12/06/2025,Bitung,Overload,Angin Kencang,7450,0.22,Alihkan ke pelabuhan terdekat
ISS0423,10/07/2025,Bitung,Overload,Hujan Deras,15588,0.8,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0424,30/07/2025,Belawan,Force Majeure,Hujan Deras,15203,0.81,Tunda pengiriman hingga cuaca membaik
ISS0425,07/07/2025,Tanjung Perak,Force Majeure,Badai,11408,0.5,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0426,30/06/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,14366,0.67,Alihkan ke pelabuhan terdekat
ISS0427,16/06/2025,Makassar,Cuaca Buruk,Kabut Tebal,10107,0.16,Alihkan ke pelabuhan terdekat
ISS0428,25/06/2025,Tanjung Priok,Overload,Angin Kencang,8829,0.65,Alihkan ke pelabuhan terdekat
ISS0429,06/06/2025,Makassar,Cuaca Buruk,Cerah,12556,0.26,Percepat proses bongkar saat cuaca memungkinkan
ISS0430,07/07/2025,Tanjung Priok,Overload,Hujan Deras,11571,0.34,Percepat proses bongkar saat cuaca memungkinkan
ISS0431,29/07/2025,Bitung,Cuaca Buruk,Cerah,5035,0.89,Tambahkan armada ke pelabuhan
ISS0432,06/06/2025,Bitung,Overload,Badai,5755,0.25,Percepat proses bongkar saat cuaca memungkinkan
ISS0433,21/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,18508,0.15,Alihkan ke pelabuhan terdekat
ISS0434,30/06/2025,Makassar,Overload,Badai,13671,0.22,Tunda pengiriman hingga cuaca membaik
ISS0435,28/07/2025,Bitung,Force Majeure,Kabut Tebal,11440,0.91,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0436,07/06/2025,Belawan,Cuaca Buruk,Hujan Deras,9782,0.66,Alihkan kontainer ke terminal lain
ISS0437,10/07/2025,Makassar,Overload,Cerah,7407,0.75,Tunda pengiriman hingga cuaca membaik
ISS0438,30/07/2025,Tanjung Priok,Overload,Hujan Deras,10750,0.9,Alihkan kontainer ke terminal lain
ISS0439,12/06/2025,Bitung,Cuaca Buruk,Angin Kencang,18387,0.91,Alihkan kontainer ke terminal lain
ISS0440,16/07/2025,Tanjung Perak,Overload,Angin Kencang,3692,0.53,Percepat proses bongkar saat cuaca memungkinkan
ISS0441,22/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,7189,0.75,Tunda pengiriman hingga cuaca membaik
ISS0442,17/06/2025,Belawan,Cuaca Buruk,Badai,15512,0.77,Percepat proses bongkar saat cuaca memungkinkan
ISS0443,18/07/2025,Belawan,Force Majeure,Badai,5902,0.25,Alihkan ke pelabuhan terdekat
ISS0444,23/07/2025,Tanjung Priok,Overload,Hujan Deras,15455,0.16,Alihkan kontainer ke terminal lain
ISS0445,17/07/2025,Belawan,Overload,Hujan Deras,15083,0.78,Jadwalkan ulang pengiriman di luar jam sibuk
ISS0446,03/06/2025,Makassar,Cuaca Buruk,Hujan Deras,19517,0.86,Koordinasi dengan otoritas pelabuhan
ISS0447,02/06/2025,Bitung,Cuaca Buruk,Badai,19606,0.85,Koordinasi dengan otoritas pelabuhan
ISS0448,02/06/2025,Bitung,Cuaca Buruk,Cerah,15219,0.56,Alihkan kontainer ke terminal lain
ISS0449,17/07/2025,Tanjung Priok,Overload,Angin Kencang,15015,0.6,Alokasikan ke terminal cadangan
ISS0450,06/07/2025,Belawan,Force Majeure,Hujan Deras,18300,0.42,Tambahkan armada ke pelabuhan
ISS0451,01/06/2025,Belawan,Force Majeure,Angin Kencang,2439,0.7,Tambahkan armada ke pelabuhan
ISS0452,20/06/2025,Bitung,Cuaca Buruk,Hujan Deras,13822,0.47,Tunda pengiriman hingga cuaca membaik
ISS0453,07/07/2025,Bitung,Overload,Kabut Tebal,17339,0.15,Koordinasi dengan otoritas pelabuhan
ISS0454,24/06/2025,Belawan,Force Majeure,Cerah,15202,0.74,Koordinasi dengan otoritas pelabuhan
ISS0455,26/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,12360,0.53,Aktifkan jalur logistik alternatif
ISS0456,21/06/2025,Belawan,Force Majeure,Hujan Deras,4812,0.49,Aktifkan jalur logistik alternatif
ISS0457,08/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,7341,0.81,Tunda pengiriman hingga cuaca membaik
ISS0458,05/07/2025,Bitung,Force Majeure,Badai,7971,0.38,Tunda pengiriman hingga cuaca membaik
